   5.0000000e+00   3.0000000e+00   5.0036759e+00   2.4468581e+00   2.2526703e-01   1.2686309e-02
   5.0000000e+00   4.0000000e+00  -8.6883653e+00  -2.2726064e+00  -8.9804859e+00   2.0162282e+01
   5.0000000e+00   5.0000000e+00   1.7708965e+00  -2.3355778e+00  -3.7823407e+00   3.5765252e+00
   5.0000000e+00   6.0000000e+00   6.9701793e+00   7.3209954e-01   3.5113941e-01   3.0824722e-02
   5.0000000e+00   7.0000000e+00   8.3716612e+00   1.4822798e+00   1.4269705e+00   5.0906119e-01
   5.0000000e+00   8.0000000e+00  -6.2299212e+00  -2.8898493e-01  -6.7594530e+00   1.1422551e+01
   5.0000000e+00   9.0000000e+00  -4.7363696e+00  -5.0249262e+00  -8.3806479e+00   1.7558815e+01
   5.0000000e+00   1.0000000e+01   8.1717623e+00   2.1239117e+00   1.6478370e+00   6.7884170e-01
   6.0000000e+00   1.0000000e+00   5.4180504e+00   4.0282828e+00   1.2231666e+00   3.7403412e-01
   6.0000000e+00   2.0000000e+00   5.6552823e+00   5.6956635e+00   2.1754729e+00   1.1831706e+00
   6.0000000e+00   3.0000000e+00   8.7603942e+00   2.7857218e+00   2.2730580e+00   1.2916982e+00
   6.0000000e+00   4.0000000e+00   6.9500909e-02  -3.5796125e+00  -5.2550558e+00   6.9039029e+00
   6.0000000e+00   5.0000000e+00   6.6735706e+00  -5.0757489e+00  -2.7010892e+00   1.8239707e+00
   6.0000000e+00   6.0000000e+00   7.0871602e+00  -4.3758216e+00  -2.1443307e+00   1.1495385e+00
   6.0000000e+00   7.0000000e+00   9.4536342e+00  -9.7416725e-01   7.3973348e-01   1.3680141e-01
   6.0000000e+00   8.0000000e+00   6.6549534e+00   6.6152135e-01   1.5823736e-01   6.2597653e-03
   6.0000000e+00   9.0000000e+00   9.2866762e+00  -8.4690756e-01   7.1988430e-01   1.2955835e-01
   6.0000000e+00   1.0000000e+01   1.8321693e+01   4.1577826e+00   7.7397377e+00   1.4975885e+01
   7.0000000e+00   1.0000000e+00   1.1935093e+01   2.7127163e+00   3.8239045e+00   3.6555614e+00
   7.0000000e+00   2.0000000e+00   7.0881406e+00   2.1321726e+00   1.1101566e+00   3.0811193e-01
   7.0000000e+00   3.0000000e+00   1.3529007e+01   8.7686301e-02   3.3083467e+00   2.7362894e+00
   7.0000000e+00   4.0000000e+00  -5.6086943e-02  -5.2744016e+00  -6.1652442e+00   9.5025592e+00
   7.0000000e+00   5.0000000e+00   8.5903914e+00  -5.9834680e+00  -2.1965383e+00   1.2061951e+00
   7.0000000e+00   6.0000000e+00   1.1567297e+01  -3.5399777e+00   5.1365951e-01   6.5961522e-02
   7.0000000e+00   7.0000000e+00   1.9706269e+01  -3.1090774e+00   4.7985957e+00   5.7566301e+00
   7.0000000e+00   8.0000000e+00   6.2981928e+00   5.3006932e-01  -8.5868960e-02   1.8433696e-03
   7.0000000e+00   9.0000000e+00   1.4185168e+01   1.3256888e+00   4.2554284e+00   4.5271678e+00
   7.0000000e+00   1.0000000e+01   1.6505127e+01   6.8552258e+00   8.1801764e+00   1.6728821e+01
   8.0000000e+00   1.0000000e+00   1.0471989e+01  -1.8034461e+00   8.3427123e-01   1.7400212e-01
   8.0000000e+00   2.0000000e+00   5.4111711e+00  -4.1268844e+00  -2.8578566e+00   2.0418361e+00
   8.0000000e+00   3.0000000e+00   1.0232109e+01  -1.9297014e+00   6.5120372e-01   1.0601657e-01
   8.0000000e+00   4.0000000e+00   1.7268636e+00  -3.1297910e+00  -4.2014637e+00   4.4130742e+00
   8.0000000e+00   5.0000000e+00   7.2725585e+00  -1.1448055e+00  -4.3612351e-01   4.7550928e-02
   8.0000000e+00   6.0000000e+00   1.0094012e+01   4.8462465e-01   1.7893184e+00   8.0041512e-01
   8.0000000e+00   7.0000000e+00   1.7206887e+01   9.5633600e-01   5.5816113e+00   7.7885961e+00
   8.0000000e+00   8.0000000e+00   1.4401595e+01   6.0134220e+00   6.7075083e+00   1.1247667e+01
   8.0000000e+00   9.0000000e+00   2.0006208e+01   5.0537974e+00   9.0300027e+00   2.0385237e+01
   8.0000000e+00   1.0000000e+01   1.7428420e+01   6.4981321e+00   8.4632759e+00   1.7906760e+01
   9.0000000e+00   1.0000000e+00   1.1957534e+01   1.2827687e-01   2.5429055e+00   1.6165921e+00
   9.0000000e+00   2.0000000e+00   1.1515970e+01  -1.0909360e+00   1.7125171e+00   7.3317874e-01
   9.0000000e+00   3.0000000e+00   1.4609667e+01   1.1119432e+00   4.3608049e+00   4.7541549e+00
   9.0000000e+00   4.0000000e+00  -3.5389468e-01   1.9056342e-01  -3.5816656e+00   3.2070822e+00
   9.0000000e+00   5.0000000e+00   8.2627670e+00   7.2881150e+00   4.2754410e+00   4.5698490e+00
   9.0000000e+00   6.0000000e+00   1.2679646e+01   9.5771561e+00   7.6284013e+00   1.4548126e+01
   9.0000000e+00   7.0000000e+00   1.3528256e+01   6.2162715e+00   6.3722636e+00   1.0151436e+01
   9.0000000e+00   8.0000000e+00  -4.4717916e-01   4.7793917e+00  -1.3338937e+00   4.4481812e-01
   9.0000000e+00   9.0000000e+00   4.9331483e+00   4.6993637e+00   1.3162560e+00   4.3313243e-01
   9.0000000e+00   1.0000000e+01   1.5245852e+01   8.8707793e+00   8.5583158e+00   1.8311192e+01
   1.0000000e+01   1.0000000e+00   9.6480206e+00   1.2963291e+00   1.9721748e+00   9.7236840e-01
   1.0000000e+01   2.0000000e+00  -2.9541741e+00  -4.1285187e+00  -7.0413464e+00   1.2395140e+01
   1.0000000e+01   3.0000000e+00   3.3634903e+00  -3.1415706e-01  -1.9753334e+00   9.7548550e-01
   1.0000000e+01   4.0000000e+00  -2.7500593e-01   2.7697656e+00  -2.2526202e+00   1.2685744e+00
   1.0000000e+01   5.0000000e+00   1.4388814e+01   1.2187560e+01   9.7881872e+00   2.3952152e+01
   1.0000000e+01   6.0000000e+00   8.9912896e+00   9.0495802e+00   5.5204349e+00   7.6188004e+00
   1.0000000e+01   7.0000000e+00  -1.2249091e-02   3.5862979e+00  -1.7129756e+00   7.3357134e-01
   1.0000000e+01   8.0000000e+00   6.2342717e-02   1.0966413e+00  -2.9205080e+00   2.1323417e+00
   1.0000000e+01   9.0000000e+00   1.7101667e+00   1.5160088e+00  -1.8869122e+00   8.9010945e-01
   1.0000000e+01   1.0000000e+01   1.4900227e+01   4.4222089e+00   6.1612178e+00   9.4901512e+00
