	(1)	(2)	(3)	(4)	(5)	(6)
	(0.00602)	(0.00607)	(0.00607)	(0.00601)	(0.00607)	(0.00607)
rural	0.000431	-0.000185	-0.000185	-0.000386	8.93e-05	8.93e-05
	(0.00439)	(0.00449)	(0.00449)	(0.00439)	(0.00449)	(0.00449)
2.birthorder				0.00881**	0.0107***	0.0107***
				(0.00380)	(0.00389)	(0.00389)
3.birthorder				0.0175***	0.0199***	0.0199***
				(0.00521)	(0.00543)	(0.00543)
4.birthorder				0.0272***	0.0303***	0.0303***
				(0.00875)	(0.00907)	(0.00907)
5.birthorder				0.0299	0.0333*	0.0333*
				(0.0184)	(0.0187)	(0.0187)
6.birthorder				0.0338	0.0390	0.0390
				(0.0322)	(0.0337)	(0.0337)
7.birthorder				-0.0121**	-0.00557	-0.00557
				(0.00500)	(0.00718)	(0.00718)
8.birthorder				-0.00613	-0.0107	-0.0107
				(0.00604)	(0.00794)	(0.00794)
9.birthorder				-0.0188***	-0.0205***	-0.0205***
				(0.00512)	(0.00786)	(0.00786)
10.birthorder				-0.00950	-0.00357	-0.00357
				(0.00582)	(0.01000)	(0.01000)
Constant	-0.0416*	-0.0369	-0.0369	-0.0237	-0.00507	-0.00507
	(0.0220)	(0.0242)	(0.0242)	(0.0237)	(0.0262)	(0.0262)
						
Observations	14,996	14,927	14,927	14,996	14,927	14,927
R-squared	0.002	0.004	0.004	0.004	0.007	0.007
Robust standard errors in parentheses						
*** p<0.01, ** p<0.05, * p<0.1						
